Epoch 1/2
	 * Train loss: 2.846158209108699
	 * Validation loss: 2.850098661075896
Epoch 2/2
	 * Train loss: 2.777072689969376
	 * Validation loss: 2.8156563796617338
Accuracy on test data: 0.1527777777777778
         82445611 function calls (82409333 primitive calls) in 200.966 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/indexes/base.py:3766(_convert_can_do_setop)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3822(set_ylim)
       29    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:225(_clear)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:745(__delattr__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:8269(_construct_result)
        2    0.000    0.000    0.380    0.190 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1774(new_manager)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:803(update_ticks)
        4    0.000    0.000    0.032    0.008 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:2091(set_ticks)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:118(set_active)
       32    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:722(isDefault_minloc)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:729(_get_loc)
        2    0.000    0.000    0.380    0.190 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:3413(new_figure_manager_given_figure)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3547(get_xlim)
       31    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
       15    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1014(minposx)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:1729(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:225(compile)
       10    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:1735(sanitize_sequence)
       39    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:883(get_horizontalalignment)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:472(__init__)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/PngImagePlugin.py:271(add)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:710(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:1698(__init__)
        3    0.000    0.000    0.003    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:593(_ensure_mutable)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:813(_get_ticker_locator_formatter)
       30    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:493(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/base.py:82(shape)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:231(_normalize)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_api/__init__.py:245(method)
       63    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:562(get_offsets)
        6    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       12    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1980(shape)
       17    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       37    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
       30    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:71(_bbox_artist)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/indexes/base.py:7593(ensure_index)
       37    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:1266(vmax)
       39    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/multiarray.py:618(min_scalar_type)
       19    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2391(_iter_break_from_left_to_right)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:769(set_facecolor)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:58(ResourceTracker)
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cm.py:669(autoscale_None)
       30    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:845(get_animated)
        2    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:60(__init__)
       29    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:1100(_values)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:231(__init__)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3176(ndim)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:836(set_alpha)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:1289(_extend_upper)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:272(contextmanager)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:1031(set_title)
       10    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:688(clear)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:163(match)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:539(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/ImageMath.py:27(_Operand)
        1    0.000    0.000    0.002    0.002 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:1398(__init__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:62(BmpImageFile)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:5760(min)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/numeric.py:1855(isscalar)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:1443(set_segments)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
       17    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:902(__eq__)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1766(_static_getmro)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/process.py:189(name)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:3149(grid)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:236(get_datalim)
       34    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:510(update)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:48(_is_dunder)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1167(interval)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1744(_fix_ipython_backend2gui)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:441(__init__)
       21    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cm.py:609(norm)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:1770(_consolidate_check)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:236(set_axis)
        2    0.000    0.000    0.000    0.000 {built-in method torch.set_vital}
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/format.py:390(_wrap_header_guess_version)
       36    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:135(_makearray)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:811(_newname)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:855(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/context.py:197(get_start_method)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1603(get_aspect)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:432(usesTime)
       22    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/nanfunctions.py:369(nanmax)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1796(transform_path)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:826(__setattr__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:320(_remove_dups_flatten)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:922(acquire)
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:1507(operate_blockwise)
       16    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1025(minposy)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:983(_set_scale)
       12    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:2898(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1515(__and__)
       11    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        8    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1221(daemon)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:591(set_linestyle)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:271(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1006(_find_new_)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:1340(_normalize_location_orientation)
       21    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/multiarray.py:1080(copyto)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:164(__setitem__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:682(<setcomp>)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/function_base.py:5164(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:469(draw_if_interactive)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3410(set_axis_on)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/format.py:201(magic)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:3418(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1447(__init__)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:2050(get_edgecolor)
       34    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2162(__eq__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:1206(daemon)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:3517(register_extensions)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3800(get_ylim)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:94(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:481(__init__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/generic.py:339(_from_mgr)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/construction.py:585(_ensure_2d)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_api/__init__.py:53(__get__)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:348(<genexpr>)
       25    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:684(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:480(choices)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/getlimits.py:696(min)
       19    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/function_base.py:1320(_diff_dispatcher)
       32    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2739(name)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cm.py:595(set_cmap)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:119(__init__)
        2    0.000    0.000    0.003    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:3382(legend)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:772(rotation_point)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:121(_make_name)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:503(pop)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:368(getMessage)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:2044(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:145(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:124(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:166(simplefilter)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:205(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1715(frozen)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:947(set_label)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:140(draw)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:59(_is_sunder)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:866(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1811(set_anchor)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/utils.py:1151(drop_metadata)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:1023(get_fignums)
       54    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:3232(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/synchronize.py:370(Barrier)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:164(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/sampler.py:132(__init__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/GifImagePlugin.py:72(GifImageFile)
       13    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:815(filter)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:374(set_alpha)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:122(set_height_ratios)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:98(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:2667(set_ticks_position)
       23    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:1259(vmin)
